Age,Attrition,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,EmployeeSalary,EmployeeRevenue,PercentSalaryHike,PerformanceRating,StandardHours,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,Age<=25,Age>=55,ROI
45,No,Research & Development,10,Undergraduate,Life Sciences,544,Dissatisfied,Male,Entry-level,Research Scientist,Very Satisfied,Married,2654,9655,21,4,40,3,2,2,False,False,263.79050489826676
52,No,Research & Development,4,Undergraduate,Life Sciences,546,Very Satisfied,Female,Senior,Manager,Very Satisfied,Married,16555,10310,13,3,40,2,1,5,False,False,-37.72274237390516
42,No,Research & Development,29,Undergraduate,Life Sciences,547,Dissatisfied,Female,Junior,Research Scientist,Satisfied,Divorced,4556,12932,11,3,40,3,3,5,False,False,183.84547848990343
30,No,Research & Development,2,Postgraduate,Life Sciences,548,Satisfied,Female,Junior,Manufacturing Director,Very Satisfied,Single,6091,24793,20,4,40,2,3,5,False,False,307.043178460023
60,No,Research & Development,7,Postgraduate,Life Sciences,549,Dissatisfied,Female,Executive,Manager,Dissatisfied,Married,19566,3854,11,3,40,5,1,29,False,True,-80.30256567515077
46,No,Research & Development,18,Postgraduate,Medical,550,Satisfied,Female,Junior,Manufacturing Director,Satisfied,Divorced,4810,26314,14,3,40,5,2,10,False,False,447.0686070686071
42,No,Research & Development,28,Professional Certification,Technical Degree,551,Very Satisfied,Female,Junior,Healthcare Representative,Very Satisfied,Married,4523,4386,11,3,40,4,4,6,False,False,-3.0289630776033607
24,Yes,Sales,1,High School,Technical Degree,554,Dissatisfied,Female,Entry-level,Sales Representative,Neutral,Single,3202,21972,16,3,40,4,3,5,True,False,586.1961274203622
34,Yes,Sales,6,Undergraduate,Marketing,555,Very Satisfied,Female,Entry-level,Sales Representative,Satisfied,Divorced,2351,12253,16,3,40,3,2,2,False,False,421.18247554232244
38,No,Research & Development,2,Undergraduate,Life Sciences,556,Very Satisfied,Male,Entry-level,Laboratory Technician,Very Satisfied,Married,1702,12106,23,4,40,3,3,1,False,False,611.2808460634548
40,No,Sales,2,Professional Certification,Life Sciences,558,Satisfied,Female,Executive,Manager,Satisfied,Married,18041,13022,14,3,40,2,3,20,False,False,-27.819965633834045
26,No,Research & Development,23,Postgraduate,Life Sciences,560,Dissatisfied,Female,Entry-level,Research Scientist,Very Satisfied,Divorced,2886,3032,22,4,40,3,1,3,False,False,5.058905058905059
30,No,Research & Development,3,Postgraduate,Life Sciences,562,Satisfied,Male,Entry-level,Laboratory Technician,Very Satisfied,Married,2097,16734,15,3,40,3,1,5,False,False,697.997138769671
29,No,Research & Development,3,Professional Certification,Medical,564,Neutral,Male,Mid-level,Research Director,Satisfied,Married,11935,21526,18,3,40,2,3,10,False,False,80.36028487641391
29,Yes,Research & Development,25,Other,Technical Degree,565,Satisfied,Female,Entry-level,Research Scientist,Neutral,Married,2546,18300,16,3,40,2,4,2,False,False,618.7745483110762
19,Yes,Human Resources,2,Undergraduate,Technical Degree,566,Dissatisfied,Male,Entry-level,Human Resources,Very Satisfied,Single,2564,18437,12,3,40,3,4,1,True,False,619.0717628705148
30,No,Sales,22,Professional Certification,Other,567,Satisfied,Female,Mid-level,Sales Executive,Dissatisfied,Married,8412,2890,11,3,40,3,3,9,False,False,-65.64431764146458
57,No,Sales,29,Postgraduate,Marketing,568,Dissatisfied,Male,Senior,Manager,Very Satisfied,Divorced,14118,22102,12,3,40,3,2,1,False,True,56.55191953534495
50,No,Research & Development,29,Professional Certification,Life Sciences,569,Neutral,Male,Senior,Manager,Satisfied,Married,17046,9314,15,3,40,2,3,27,False,False,-45.35961515898158
30,No,Research & Development,2,Postgraduate,Medical,571,Satisfied,Female,Entry-level,Laboratory Technician,Very Satisfied,Single,2564,7181,14,3,40,2,2,11,False,False,180.07020280811233
60,No,Sales,28,Postgraduate,Marketing,573,Satisfied,Female,Mid-level,Sales Executive,Dissatisfied,Married,10266,2845,19,3,40,5,4,18,False,True,-72.28716150399377
47,No,Research & Development,2,Undergraduate,Medical,574,Dissatisfied,Female,Junior,Manufacturing Director,Very Satisfied,Divorced,5070,7389,13,3,40,2,3,5,False,False,45.7396449704142
46,No,Research & Development,2,Postgraduate,Life Sciences,575,Dissatisfied,Male,Senior,Research Director,Satisfied,Married,17861,2288,13,3,40,2,1,3,False,False,-87.1899669671351
35,No,Research & Development,22,Postgraduate,Life Sciences,577,Very Satisfied,Male,Entry-level,Laboratory Technician,Satisfied,Single,4230,19225,15,3,40,2,3,5,False,False,354.4917257683215
54,No,Research & Development,8,Professional Certification,Life Sciences,578,Satisfied,Female,Junior,Laboratory Technician,Satisfied,Single,3780,23428,11,3,40,3,3,1,False,False,519.7883597883598
34,No,Research & Development,2,Professional Certification,Life Sciences,579,Very Satisfied,Male,Entry-level,Research Scientist,Satisfied,Divorced,2768,8416,12,3,40,3,3,7,False,False,204.04624277456648
46,No,Sales,10,Postgraduate,Marketing,580,Satisfied,Female,Mid-level,Sales Executive,Very Satisfied,Married,9071,11563,19,3,40,3,3,3,False,False,27.47216403924595
31,No,Research & Development,9,High School,Life Sciences,581,Satisfied,Male,Mid-level,Manufacturing Director,Neutral,Divorced,10648,14394,25,4,40,6,4,13,False,False,35.18031555221638
33,Yes,Research & Development,15,High School,Medical,582,Neutral,Male,Mid-level,Manager,Satisfied,Married,13610,24619,12,3,40,2,4,7,False,False,80.88905216752387
33,Yes,Research & Development,10,High School,Medical,584,Dissatisfied,Male,Entry-level,Laboratory Technician,Very Satisfied,Divorced,3408,6705,13,3,40,2,3,4,False,False,96.74295774647888
30,No,Sales,7,High School,Marketing,585,Very Satisfied,Male,Entry-level,Sales Representative,Neutral,Single,2983,18398,14,3,40,3,3,3,False,False,516.7616493462956
35,No,Research & Development,16,Postgraduate,Life Sciences,586,Very Satisfied,Male,Mid-level,Healthcare Representative,Satisfied,Married,7632,14295,12,3,40,2,3,8,False,False,87.30345911949685
31,Yes,Research & Development,20,Postgraduate,Life Sciences,587,Dissatisfied,Male,Mid-level,Healthcare Representative,Satisfied,Married,9824,22908,12,3,40,2,3,1,False,False,133.1840390879479
34,Yes,Human Resources,23,Postgraduate,Human Resources,590,Neutral,Female,Mid-level,Human Resources,Dissatisfied,Divorced,9950,11533,15,3,40,2,3,3,False,False,15.909547738693467
42,No,Research & Development,5,Undergraduate,Other,591,Neutral,Male,Entry-level,Laboratory Technician,Satisfied,Married,2093,9260,17,3,40,4,3,2,False,False,342.427138079312
36,No,Sales,10,Professional Certification,Medical,592,Neutral,Male,Mid-level,Sales Executive,Very Satisfied,Single,9980,15318,14,3,40,3,2,10,False,False,53.48697394789579
22,Yes,Research & Development,4,High School,Technical Degree,593,Satisfied,Male,Entry-level,Laboratory Technician,Satisfied,Single,3894,9129,16,3,40,3,3,2,True,False,134.43759630200307
48,No,Sales,2,Other,Marketing,595,Neutral,Female,Junior,Sales Executive,Very Satisfied,Married,4051,19658,14,3,40,2,3,9,False,False,385.26289804986425
55,No,Sales,18,Other,Life Sciences,597,Dissatisfied,Female,Senior,Manager,Neutral,Single,16835,9873,23,4,40,2,3,10,False,True,-41.35432135432136
41,No,Sales,10,Undergraduate,Life Sciences,599,Very Satisfied,Male,Junior,Sales Executive,Very Satisfied,Single,6230,13430,14,3,40,3,3,14,False,False,115.56982343499197
35,No,Sales,1,Postgraduate,Marketing,600,Neutral,Male,Junior,Sales Executive,Satisfied,Married,4717,18659,11,3,40,2,3,11,False,False,295.5692177231291
40,No,Research & Development,6,Postgraduate,Life Sciences,601,Neutral,Female,Senior,Manufacturing Director,Satisfied,Single,13237,20364,15,3,40,3,3,20,False,False,53.84150487270529
39,No,Research & Development,8,High School,Life Sciences,602,Satisfied,Female,Entry-level,Laboratory Technician,Satisfied,Married,3755,17872,11,3,40,3,3,8,False,False,375.9520639147803
31,No,Sales,2,High School,Life Sciences,604,Neutral,Male,Junior,Sales Executive,Very Satisfied,Single,6582,8346,13,3,40,2,4,6,False,False,26.800364630811302
42,No,Research & Development,24,Postgraduate,Medical,605,Very Satisfied,Male,Mid-level,Manufacturing Director,Dissatisfied,Married,7406,6950,21,4,40,5,2,10,False,False,-6.1571698622738325
45,No,Sales,2,Postgraduate,Other,606,Very Satisfied,Male,Junior,Sales Executive,Neutral,Married,4805,16177,19,3,40,3,4,8,False,False,236.6701352757544
26,Yes,Human Resources,17,Professional Certification,Life Sciences,608,Neutral,Female,Entry-level,Human Resources,Satisfied,Divorced,2741,22808,11,3,40,2,2,7,False,False,732.105071141919
29,No,Research & Development,19,Postgraduate,Technical Degree,611,Very Satisfied,Male,Junior,Manufacturing Director,Very Satisfied,Divorced,4262,22645,12,3,40,2,4,3,False,False,431.3233223838574
33,No,Research & Development,1,Other,Medical,612,Dissatisfied,Female,Senior,Research Director,Satisfied,Divorced,16184,22578,19,3,40,2,3,6,False,False,39.50815620365793
31,No,Sales,7,Postgraduate,Life Sciences,613,Satisfied,Male,Mid-level,Manager,Very Satisfied,Divorced,11557,25291,21,4,40,3,2,5,False,False,118.83706844336766
18,Yes,Sales,5,Postgraduate,Marketing,614,Neutral,Male,Entry-level,Sales Representative,Neutral,Single,1878,8059,14,3,40,3,3,0,True,False,329.1267305644302
40,No,Sales,28,Postgraduate,Other,615,Satisfied,Male,Mid-level,Sales Executive,Dissatisfied,Divorced,10932,11373,15,3,40,2,3,1,False,False,4.0340285400658615
41,No,Research & Development,2,Professional Certification,Other,616,Dissatisfied,Female,Junior,Healthcare Representative,Satisfied,Single,6811,2112,17,3,40,3,3,8,False,False,-68.99133754221113
26,No,Sales,29,Undergraduate,Medical,618,Dissatisfied,Male,Junior,Sales Executive,Satisfied,Divorced,4306,4267,12,3,40,5,3,0,False,False,-0.9057129586623316
35,No,Sales,1,Postgraduate,Medical,620,Dissatisfied,Female,Junior,Sales Executive,Satisfied,Single,4859,6698,16,3,40,3,3,5,False,False,37.84729368182754
34,No,Sales,21,Professional Certification,Life Sciences,621,Very Satisfied,Male,Junior,Sales Executive,Very Satisfied,Single,5337,19921,12,3,40,3,3,10,False,False,273.2621322840547
26,Yes,Research & Development,24,Postgraduate,Technical Degree,622,Satisfied,Male,Entry-level,Laboratory Technician,Very Satisfied,Single,2340,23213,18,3,40,3,1,1,False,False,892.008547008547
37,No,Research & Development,1,Postgraduate,Technical Degree,623,Neutral,Female,Mid-level,Manufacturing Director,Very Satisfied,Single,7491,23848,17,3,40,3,4,6,False,False,218.3553597650514
46,No,Research & Development,18,High School,Medical,624,Dissatisfied,Female,Mid-level,Healthcare Representative,Satisfied,Married,10527,8984,11,3,40,3,2,2,False,False,-14.657547259428135
41,No,Sales,2,Other,Life Sciences,625,Neutral,Female,Senior,Manager,Dissatisfied,Married,16595,5626,16,3,40,2,3,18,False,False,-66.09822235613136
37,No,Sales,9,Professional Certification,Medical,626,Dissatisfied,Male,Mid-level,Sales Executive,Neutral,Divorced,8834,24666,13,3,40,6,3,9,False,False,179.21666289336653
52,No,Research & Development,6,Undergraduate,Technical Degree,630,Very Satisfied,Male,Junior,Research Scientist,Dissatisfied,Divorced,5577,22087,12,3,40,3,3,10,False,False,296.037296037296
32,Yes,Sales,11,Professional Certification,Other,631,Very Satisfied,Male,Junior,Sales Executive,Satisfied,Married,4707,23914,12,3,40,2,3,4,False,False,408.05183768854897
24,No,Sales,24,Postgraduate,Medical,632,Very Satisfied,Male,Entry-level,Sales Representative,Very Satisfied,Married,2400,5530,13,3,40,3,3,2,True,False,130.41666666666666
38,No,Research & Development,10,Postgraduate,Medical,634,Satisfied,Female,Junior,Healthcare Representative,Satisfied,Married,9824,22174,19,3,40,4,3,1,False,False,125.71254071661238
37,No,Research & Development,1,Professional Certification,Life Sciences,635,Neutral,Female,Junior,Manufacturing Director,Neutral,Married,6447,15701,12,3,40,2,2,6,False,False,143.53963083604776
49,No,Research & Development,18,Professional Certification,Life Sciences,638,Very Satisfied,Male,Executive,Research Director,Satisfied,Divorced,19502,2125,17,3,40,5,3,31,False,False,-89.1036816736745
24,No,Research & Development,23,Postgraduate,Medical,639,Neutral,Male,Entry-level,Research Scientist,Very Satisfied,Married,2725,21630,11,3,40,3,3,6,True,False,693.7614678899083
26,No,Sales,28,Undergraduate,Marketing,641,Dissatisfied,Male,Junior,Sales Executive,Neutral,Married,6272,7428,20,4,40,5,4,5,False,False,18.431122448979593
24,No,Research & Development,17,Undergraduate,Other,643,Very Satisfied,Male,Entry-level,Laboratory Technician,Neutral,Married,2127,9100,21,4,40,2,3,1,True,False,327.8326281147156
50,No,Human Resources,3,Postgraduate,Medical,644,Dissatisfied,Male,Executive,Manager,Neutral,Married,18200,7999,11,3,40,2,3,32,False,False,-56.049450549450555
25,No,Sales,13,High School,Medical,645,Neutral,Male,Entry-level,Sales Representative,Satisfied,Married,2096,26376,11,3,40,1,3,7,True,False,1158.3969465648854
24,Yes,Research & Development,7,Postgraduate,Life Sciences,647,Dissatisfied,Female,Entry-level,Laboratory Technician,Satisfied,Married,2886,14168,16,3,40,4,3,6,True,False,390.9216909216909
30,Yes,Sales,12,Professional Certification,Life Sciences,648,Neutral,Male,Entry-level,Sales Representative,Dissatisfied,Married,2033,14470,18,3,40,2,4,1,False,False,611.7560255779636
34,No,Research & Development,1,Undergraduate,Life Sciences,649,Neutral,Male,Entry-level,Research Scientist,Very Satisfied,Married,3622,22794,13,3,40,3,3,6,False,False,529.3208172280508
31,Yes,Sales,13,Professional Certification,Medical,650,Neutral,Male,Junior,Sales Executive,Dissatisfied,Divorced,4233,11512,17,3,40,2,1,3,False,False,171.95842192298608
35,No,Research & Development,25,Undergraduate,Other,652,Dissatisfied,Male,Junior,Laboratory Technician,Very Satisfied,Single,3681,14004,14,3,40,3,3,3,False,False,280.440097799511
31,No,Sales,6,Professional Certification,Medical,653,Dissatisfied,Male,Junior,Sales Executive,Very Satisfied,Divorced,5460,6219,22,4,40,4,4,7,False,False,13.901098901098901
27,No,Research & Development,6,Professional Certification,Medical,655,Dissatisfied,Female,Entry-level,Research Scientist,Satisfied,Divorced,2187,5013,12,3,40,5,2,5,False,False,129.21810699588477
37,No,Sales,2,Postgraduate,Marketing,656,Very Satisfied,Male,Junior,Sales Executive,Satisfied,Married,9602,3010,11,3,40,3,2,3,False,False,-68.65236409081442
20,No,Research & Development,1,Postgraduate,Life Sciences,657,Very Satisfied,Female,Entry-level,Research Scientist,Neutral,Single,2836,11757,13,3,40,0,4,1,True,False,314.56276445698165
42,No,Research & Development,2,Professional Certification,Life Sciences,659,Satisfied,Female,Junior,Healthcare Representative,Very Satisfied,Married,4089,5718,13,3,40,4,3,10,False,False,39.838591342626565
43,No,Research & Development,6,Professional Certification,Other,661,Neutral,Male,Senior,Research Director,Very Satisfied,Divorced,16627,2671,14,3,40,3,2,1,False,False,-83.93576712575931
38,No,Research & Development,1,High School,Life Sciences,662,Satisfied,Female,Entry-level,Research Scientist,Dissatisfied,Single,2619,14561,17,3,40,3,2,0,False,False,455.9755631920581
43,No,Research & Development,9,Other,Medical,663,Very Satisfied,Male,Junior,Laboratory Technician,Satisfied,Divorced,5679,19627,13,3,40,3,3,8,False,False,245.60662088395847
48,No,Research & Development,1,Professional Certification,Life Sciences,664,Very Satisfied,Female,Senior,Manager,Dissatisfied,Married,15402,17997,11,3,40,3,1,3,False,False,16.848461238800155
44,No,Human Resources,1,Professional Certification,Life Sciences,665,Dissatisfied,Female,Junior,Human Resources,Satisfied,Single,5985,26894,11,3,40,1,4,2,False,False,349.3567251461988
34,No,Sales,14,Postgraduate,Technical Degree,666,Satisfied,Female,Entry-level,Sales Representative,Satisfied,Divorced,2579,2912,18,3,40,3,3,8,False,False,12.911981388134935
27,Yes,Sales,2,High School,Marketing,667,Satisfied,Male,Entry-level,Sales Representative,Dissatisfied,Divorced,3041,16346,11,3,40,3,3,4,False,False,437.52055244985206
21,No,Sales,22,High School,Technical Degree,669,Satisfied,Male,Entry-level,Sales Representative,Satisfied,Single,3447,24444,11,3,40,2,3,3,True,False,609.1383812010445
44,No,Research & Development,3,Professional Certification,Other,671,Very Satisfied,Male,Executive,Manager,Very Satisfied,Married,19513,9358,12,3,40,2,4,2,False,False,-52.04222825808436
22,No,Research & Development,6,High School,Medical,675,Dissatisfied,Male,Entry-level,Research Scientist,Satisfied,Married,2773,12145,20,4,40,3,3,2,True,False,337.9733141002524
33,No,Sales,8,Professional Certification,Marketing,677,Satisfied,Male,Junior,Sales Executive,Satisfied,Divorced,7104,20431,12,3,40,3,3,5,False,False,187.59853603603605
32,No,Research & Development,9,Professional Certification,Life Sciences,679,Dissatisfied,Female,Junior,Research Scientist,Very Satisfied,Married,6322,18089,12,3,40,2,2,6,False,False,186.12780765580513
30,No,Research & Development,3,Postgraduate,Medical,680,Satisfied,Female,Entry-level,Research Scientist,Satisfied,Divorced,2083,22653,20,4,40,2,3,1,False,False,987.5180028804609
53,No,Sales,1,High School,Medical,682,Very Satisfied,Female,Junior,Sales Executive,Dissatisfied,Single,8381,7507,20,4,40,2,4,14,False,False,-10.428349838921369
34,No,Research & Development,1,Other,Life Sciences,683,Neutral,Male,Entry-level,Research Scientist,Very Satisfied,Married,2691,7660,12,3,40,4,2,10,False,False,184.65254552211076
45,Yes,Sales,26,Professional Certification,Life Sciences,684,Dissatisfied,Female,Junior,Sales Executive,Dissatisfied,Married,4286,5630,14,3,40,4,3,1,False,False,31.357909472701824
26,No,Research & Development,6,Postgraduate,Life Sciences,686,Satisfied,Female,Entry-level,Laboratory Technician,Very Satisfied,Married,2659,17759,13,3,40,2,3,3,False,False,567.8826626551336
37,No,Research & Development,3,Postgraduate,Other,689,Satisfied,Male,Mid-level,Manufacturing Director,Satisfied,Married,9434,9606,15,3,40,2,3,10,False,False,1.823192707229171
29,No,Sales,3,Undergraduate,Medical,690,Neutral,Female,Junior,Sales Executive,Satisfied,Married,5561,3487,14,3,40,5,2,6,False,False,-37.29545045855062
35,No,Research & Development,6,Professional Certification,Life Sciences,691,Neutral,Male,Junior,Research Scientist,Very Satisfied,Single,6646,19368,13,3,40,3,3,17,False,False,191.42341257899488
33,No,Research & Development,6,Postgraduate,Life Sciences,692,Satisfied,Male,Junior,Healthcare Representative,Very Satisfied,Divorced,7725,5335,23,4,40,2,1,13,False,False,-30.93851132686084
54,No,Human Resources,19,Professional Certification,Medical,698,Satisfied,Male,Mid-level,Human Resources,Neutral,Married,10725,6729,15,3,40,1,4,9,False,False,-37.25874125874126
36,No,Research & Development,9,Undergraduate,Medical,699,Neutral,Male,Junior,Manufacturing Director,Neutral,Divorced,8847,13934,11,3,40,2,3,3,False,False,57.499717418333894
27,No,Research & Development,3,Professional Certification,Medical,700,Dissatisfied,Male,Entry-level,Research Scientist,Very Satisfied,Single,2045,15174,13,3,40,0,3,4,False,False,642.0048899755502
20,Yes,Research & Development,10,High School,Medical,701,Very Satisfied,Male,Entry-level,Research Scientist,Satisfied,Single,1009,26999,11,3,40,5,3,1,True,False,2575.8176412289395
33,Yes,Research & Development,3,Postgraduate,Life Sciences,702,Dissatisfied,Male,Entry-level,Research Scientist,Dissatisfied,Single,3348,3164,11,3,40,3,3,10,False,False,-5.4958183990442055
35,No,Research & Development,3,Postgraduate,Life Sciences,704,Satisfied,Male,Entry-level,Laboratory Technician,Satisfied,Married,1281,16900,18,3,40,3,3,1,False,False,1219.2818110850897
23,No,Research & Development,4,Postgraduate,Medical,705,Dissatisfied,Male,Entry-level,Research Scientist,Dissatisfied,Married,2819,8544,16,3,40,3,4,3,True,False,203.08620078041858
25,No,Sales,8,Postgraduate,Life Sciences,707,Very Satisfied,Male,Junior,Sales Executive,Neutral,Married,4851,15678,22,4,40,4,3,3,True,False,223.19109461966607
38,No,Sales,7,Professional Certification,Marketing,709,Very Satisfied,Female,Junior,Sales Executive,Very Satisfied,Single,4028,7791,20,4,40,2,3,7,False,False,93.42105263157895
29,No,Research & Development,1,Professional Certification,Life Sciences,710,Neutral,Male,Entry-level,Research Scientist,Very Satisfied,Divorced,2720,18959,18,3,40,5,3,10,False,False,597.0220588235295
48,No,Sales,2,High School,Marketing,712,Neutral,Male,Junior,Sales Executive,Neutral,Married,8120,18597,12,3,40,3,3,2,False,False,129.0270935960591
27,No,Sales,3,High School,Medical,714,Very Satisfied,Female,Junior,Sales Executive,Very Satisfied,Divorced,4647,16673,20,4,40,3,3,6,False,False,258.7906176027545
37,No,Research & Development,10,Undergraduate,Life Sciences,715,Very Satisfied,Male,Entry-level,Research Scientist,Very Satisfied,Single,4680,15232,17,3,40,2,3,1,False,False,225.47008547008548
50,No,Research & Development,28,High School,Medical,716,Very Satisfied,Male,Entry-level,Laboratory Technician,Satisfied,Married,3221,3297,11,3,40,3,3,20,False,False,2.3595156783607574
34,No,Research & Development,9,Postgraduate,Medical,717,Very Satisfied,Female,Mid-level,Healthcare Representative,Neutral,Single,8621,17654,14,3,40,3,4,8,False,False,104.77902795499364
24,Yes,Sales,3,Undergraduate,Life Sciences,720,Dissatisfied,Female,Junior,Sales Executive,Satisfied,Single,4577,24785,14,3,40,3,3,2,True,False,441.51190736290147
39,No,Research & Development,2,Professional Certification,Technical Degree,721,Very Satisfied,Female,Junior,Healthcare Representative,Satisfied,Single,4553,20978,11,3,40,4,3,20,False,False,360.75115308587743
32,No,Sales,10,Postgraduate,Marketing,722,Very Satisfied,Male,Junior,Sales Executive,Very Satisfied,Single,5396,21703,12,3,40,2,2,10,False,False,302.20533728687917
50,Yes,Sales,8,Undergraduate,Technical Degree,723,Neutral,Male,Junior,Sales Executive,Satisfied,Married,6796,23452,14,3,40,4,3,4,False,False,245.08534432018837
38,No,Research & Development,1,Professional Certification,Life Sciences,724,Neutral,Female,Junior,Healthcare Representative,Very Satisfied,Single,7625,19383,13,3,40,4,2,9,False,False,154.2032786885246
27,No,Research & Development,1,Undergraduate,Life Sciences,725,Satisfied,Female,Mid-level,Manufacturing Director,Dissatisfied,Married,7412,6009,11,3,40,3,3,9,False,False,-18.928764166216947
32,No,Research & Development,3,Undergraduate,Life Sciences,727,Satisfied,Female,Mid-level,Research Director,Very Satisfied,Single,11159,19373,15,3,40,6,3,7,False,False,73.6087463034322
47,No,Sales,14,Professional Certification,Marketing,728,Very Satisfied,Male,Junior,Sales Executive,Dissatisfied,Single,4960,11825,12,3,40,2,3,7,False,False,138.40725806451613
40,No,Sales,5,Professional Certification,Life Sciences,729,Very Satisfied,Male,Mid-level,Sales Executive,Dissatisfied,Married,10475,23772,21,4,40,2,3,18,False,False,126.94033412887829
53,No,Research & Development,7,Postgraduate,Life Sciences,730,Satisfied,Male,Senior,Research Director,Satisfied,Married,14814,13514,19,3,40,3,3,5,False,False,-8.775482651545834
41,No,Human Resources,10,Professional Certification,Human Resources,731,Neutral,Male,Executive,Manager,Very Satisfied,Divorced,19141,8861,15,3,40,2,2,21,False,False,-53.70670288908626
60,No,Sales,16,Professional Certification,Marketing,732,Dissatisfied,Male,Junior,Sales Executive,Dissatisfied,Single,5405,11924,14,3,40,1,3,2,False,True,120.61054579093431
27,No,Research & Development,10,Undergraduate,Life Sciences,733,Very Satisfied,Male,Mid-level,Manufacturing Director,Dissatisfied,Divorced,8793,4809,21,4,40,4,2,9,False,False,-45.30876833845104
41,No,Human Resources,1,Postgraduate,Human Resources,734,Very Satisfied,Male,Executive,Manager,Satisfied,Married,19189,19562,12,3,40,3,3,22,False,False,1.943821981343478
50,No,Sales,8,Professional Certification,Marketing,738,Very Satisfied,Male,Entry-level,Sales Representative,Neutral,Married,3875,9983,15,3,40,2,3,2,False,False,157.6258064516129
28,Yes,Research & Development,1,Undergraduate,Life Sciences,741,Dissatisfied,Female,Entry-level,Research Scientist,Neutral,Single,2216,3872,13,3,40,4,3,7,False,False,74.72924187725631
36,No,Research & Development,8,Postgraduate,Life Sciences,742,Dissatisfied,Female,Mid-level,Research Director,Dissatisfied,Married,11713,20335,14,3,40,2,3,8,False,False,73.61051822761034
38,No,Research & Development,1,Postgraduate,Life Sciences,743,Satisfied,Female,Mid-level,Manufacturing Director,Satisfied,Single,7861,15397,14,3,40,4,4,1,False,False,95.86566594580842
44,No,Research & Development,24,Postgraduate,Medical,744,Dissatisfied,Male,Entry-level,Laboratory Technician,Satisfied,Single,3708,2104,14,3,40,5,3,5,False,False,-43.25782092772384
47,No,Sales,3,Postgraduate,Medical,746,Very Satisfied,Female,Senior,Sales Executive,Satisfied,Divorced,13770,10225,12,3,40,2,2,22,False,False,-25.744371822803195
30,No,Sales,27,Other,Marketing,747,Satisfied,Male,Junior,Sales Executive,Very Satisfied,Divorced,5304,25275,23,4,40,2,2,8,False,False,376.52714932126696
29,No,Sales,10,Postgraduate,Life Sciences,749,Satisfied,Male,Entry-level,Sales Representative,Satisfied,Single,2642,2755,11,3,40,6,3,1,False,False,4.277062831188493
42,Yes,Research & Development,19,Postgraduate,Medical,752,Satisfied,Male,Entry-level,Research Scientist,Satisfied,Divorced,2759,20366,12,3,40,2,3,2,False,False,638.1660021747009
43,No,Sales,15,Postgraduate,Life Sciences,754,Very Satisfied,Male,Junior,Sales Executive,Very Satisfied,Married,6804,23683,18,3,40,5,3,2,False,False,248.07466196355085
34,No,Research & Development,8,Undergraduate,Medical,757,Neutral,Female,Junior,Healthcare Representative,Satisfied,Single,6142,7360,11,3,40,2,3,5,False,False,19.830674047541518
23,No,Research & Development,9,High School,Medical,758,Neutral,Male,Entry-level,Laboratory Technician,Dissatisfied,Married,2500,4344,14,3,40,2,4,4,True,False,73.76
39,No,Human Resources,3,Postgraduate,Human Resources,760,Satisfied,Female,Junior,Human Resources,Neutral,Married,6389,18767,15,3,40,3,1,8,False,False,193.73923931757707
56,No,Research & Development,9,Postgraduate,Medical,762,Satisfied,Male,Senior,Healthcare Representative,Very Satisfied,Married,11103,20420,11,3,40,1,2,10,False,True,83.91425740790778
40,No,Research & Development,2,High School,Medical,763,Very Satisfied,Female,Entry-level,Research Scientist,Very Satisfied,Single,2342,22929,20,4,40,2,2,4,False,False,879.0350128095645
27,No,Research & Development,7,Postgraduate,Medical,764,Very Satisfied,Female,Junior,Healthcare Representative,Dissatisfied,Single,6811,23398,19,3,40,2,1,7,False,False,243.5325209220379
29,No,Sales,10,Postgraduate,Marketing,766,Very Satisfied,Male,Entry-level,Sales Representative,Neutral,Divorced,2297,17967,14,3,40,2,3,2,False,False,682.1941663038747
53,No,Research & Development,6,Postgraduate,Life Sciences,769,Very Satisfied,Male,Junior,Laboratory Technician,Very Satisfied,Single,2450,10919,17,3,40,4,3,2,False,False,345.6734693877551
35,No,Research & Development,2,Professional Certification,Life Sciences,771,Very Satisfied,Female,Junior,Healthcare Representative,Dissatisfied,Divorced,5093,4761,11,3,40,2,4,1,False,False,-6.518751227174553
32,No,Research & Development,24,Professional Certification,Life Sciences,772,Dissatisfied,Male,Junior,Laboratory Technician,Very Satisfied,Married,5309,21146,15,3,40,2,3,10,False,False,298.3047654925598
38,No,Research & Development,2,Other,Medical,773,Very Satisfied,Male,Entry-level,Research Scientist,Satisfied,Married,3057,20471,13,3,40,0,1,1,False,False,569.6434412823029
34,No,Research & Development,8,Other,Life Sciences,775,Neutral,Female,Junior,Manufacturing Director,Dissatisfied,Divorced,5121,4187,14,3,40,3,3,0,False,False,-18.238625268502247
52,No,Sales,3,Professional Certification,Marketing,776,Satisfied,Male,Senior,Manager,Dissatisfied,Married,16856,10084,11,3,40,3,4,34,False,False,-40.17560512577124
33,Yes,Research & Development,1,Professional Certification,Other,780,Very Satisfied,Male,Entry-level,Research Scientist,Very Satisfied,Single,2686,5207,13,3,40,2,2,10,False,False,93.85703648548028
25,No,Sales,26,High School,Medical,781,Satisfied,Female,Junior,Sales Executive,Very Satisfied,Single,6180,22807,23,4,40,5,2,6,True,False,269.0453074433657
